epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
173,1636.84,0.93657,2.13587,1.26387,0.68812,0.01247,0.01859,0.01295,1.1738,2.38953,1.22297,0.001486,0.001486,0.001486
174,1647.3,0.95953,2.10581,1.27412,0.73011,0.01234,0.0187,0.01282,1.17534,2.49773,1.23541,0.0014365,0.0014365,0.0014365
175,1657.85,0.93634,2.02873,1.24437,0.67936,0.01272,0.01888,0.01327,1.15969,2.36718,1.20905,0.001387,0.001387,0.001387
176,1668.44,0.97274,2.14998,1.26492,0.71348,0.0126,0.01881,0.01383,1.1634,2.34708,1.20118,0.0013375,0.0013375,0.0013375
177,1679.27,0.93797,2.07051,1.25938,0.68439,0.01241,0.0187,0.01304,1.19591,2.49397,1.24597,0.001288,0.001288,0.001288
178,1689.85,0.96097,2.09321,1.27605,0.71445,0.01222,0.01862,0.01328,1.17906,2.45113,1.23462,0.0012385,0.0012385,0.0012385
179,1700.24,0.98785,2.18705,1.28543,0.69975,0.01253,0.01881,0.01343,1.15068,2.40907,1.19199,0.001189,0.001189,0.001189
180,1710.68,0.93971,2.10202,1.26797,0.65123,0.01253,0.01881,0.01345,1.15367,2.38157,1.21802,0.0011395,0.0011395,0.0011395
181,1721.15,0.94769,2.11344,1.25299,0.67505,0.01247,0.01879,0.01337,1.16171,2.35963,1.21776,0.00109,0.00109,0.00109
182,1731.66,0.93221,2.0934,1.25182,0.69324,0.01241,0.01896,0.01348,1.16548,2.35648,1.21412,0.0010405,0.0010405,0.0010405
183,1742.23,0.93044,2.05116,1.26371,0.71098,0.01255,0.01918,0.01323,1.15176,2.35306,1.21381,0.000991,0.000991,0.000991
184,1752.76,0.95043,2.07783,1.25439,0.69775,0.0126,0.01897,0.01316,1.16055,2.33815,1.20835,0.0009415,0.0009415,0.0009415
