epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
139,27017.9,0.84279,0.41123,1.00357,0.98687,0.97576,0.98968,0.79781,0.83628,0.33453,0.99405,0.0003169,0.0003169,0.0003169
140,27201,0.84041,0.40888,1.00346,0.98702,0.97558,0.99066,0.79807,0.83579,0.33529,0.99392,0.00031195,0.00031195,0.00031195
141,27386.9,0.84269,0.41122,1.00388,0.98658,0.97597,0.99028,0.79844,0.83534,0.33557,0.99372,0.000307,0.000307,0.000307
142,27571.6,0.83733,0.40645,1.00301,0.98642,0.97611,0.99042,0.79848,0.83533,0.33608,0.99394,0.00030205,0.00030205,0.00030205
143,27756.2,0.83508,0.40681,1.0043,0.9862,0.97617,0.99058,0.79856,0.83496,0.33594,0.99403,0.0002971,0.0002971,0.0002971
144,27933.5,0.83766,0.40472,1.00348,0.98641,0.976,0.99053,0.79888,0.83451,0.33549,0.994,0.00029215,0.00029215,0.00029215
145,28119.5,0.83387,0.40486,1.00054,0.98689,0.97617,0.99043,0.79914,0.83383,0.33549,0.99366,0.0002872,0.0002872,0.0002872
146,28303.7,0.831,0.40498,1.00036,0.98723,0.97556,0.99025,0.79952,0.83327,0.33571,0.99337,0.00028225,0.00028225,0.00028225
147,28488.4,0.83019,0.40285,0.99621,0.98656,0.97637,0.98987,0.79963,0.83302,0.3357,0.99333,0.0002773,0.0002773,0.0002773
148,28671.4,0.83437,0.40432,1.00051,0.98484,0.9778,0.98992,0.7996,0.83274,0.33549,0.99317,0.00027235,0.00027235,0.00027235
149,28852,0.82818,0.40095,0.99793,0.98732,0.97556,0.99,0.80058,0.83245,0.33542,0.99302,0.0002674,0.0002674,0.0002674
150,29035.5,0.83075,0.3986,0.99846,0.98727,0.97536,0.98957,0.80141,0.83174,0.33539,0.99287,0.00026245,0.00026245,0.00026245
151,29220.7,0.82677,0.40128,0.99623,0.98743,0.97568,0.98919,0.801,0.83079,0.33524,0.99226,0.0002575,0.0002575,0.0002575
152,29405.7,0.82692,0.40159,0.99801,0.98574,0.97658,0.98916,0.80099,0.82977,0.33534,0.99158,0.00025255,0.00025255,0.00025255
153,29592.2,0.82364,0.39495,0.99448,0.98461,0.97702,0.98934,0.80103,0.82864,0.33564,0.99091,0.0002476,0.0002476,0.0002476
154,29775.8,0.82453,0.39686,0.99616,0.9866,0.9744,0.98935,0.80114,0.82751,0.33579,0.99021,0.00024265,0.00024265,0.00024265
155,29959.8,0.82126,0.39546,0.99456,0.98554,0.97678,0.98971,0.80169,0.82664,0.33573,0.98962,0.0002377,0.0002377,0.0002377
156,30144.5,0.82383,0.39712,0.99706,0.98603,0.97726,0.98967,0.80167,0.82564,0.33558,0.98911,0.00023275,0.00023275,0.00023275
157,30328.8,0.81968,0.39664,0.9965,0.98642,0.97629,0.98959,0.8019,0.82481,0.33576,0.98874,0.0002278,0.0002278,0.0002278
158,30510.7,0.81966,0.39207,0.99467,0.98566,0.97576,0.98956,0.80234,0.82482,0.33509,0.98885,0.00022285,0.00022285,0.00022285
159,30694.8,0.81689,0.39104,0.99283,0.984,0.97728,0.98967,0.80225,0.82412,0.33561,0.98841,0.0002179,0.0002179,0.0002179
160,30879,0.81655,0.39331,0.99479,0.98456,0.97637,0.9896,0.80248,0.8235,0.33561,0.98816,0.00021295,0.00021295,0.00021295
161,31060.8,0.81613,0.39338,0.99255,0.98448,0.97658,0.9897,0.80261,0.82329,0.33593,0.98795,0.000208,0.000208,0.000208
162,31245.6,0.81763,0.39003,0.99324,0.9844,0.97658,0.98976,0.80301,0.82326,0.33616,0.98771,0.00020305,0.00020305,0.00020305
163,31433.8,0.81556,0.39207,0.9924,0.9842,0.97674,0.98989,0.80283,0.82302,0.33612,0.98748,0.0001981,0.0001981,0.0001981
164,31619.4,0.81186,0.38868,0.9912,0.98482,0.97748,0.9901,0.80312,0.82273,0.33654,0.98741,0.00019315,0.00019315,0.00019315
165,31803.3,0.80841,0.3901,0.99082,0.98501,0.97699,0.98979,0.80338,0.82236,0.33628,0.98722,0.0001882,0.0001882,0.0001882
166,31985.1,0.81,0.38818,0.98869,0.985,0.97652,0.98977,0.80334,0.82215,0.33585,0.98715,0.00018325,0.00018325,0.00018325
167,32168.5,0.80254,0.38576,0.98657,0.98501,0.97672,0.98948,0.80369,0.82215,0.33671,0.98733,0.0001783,0.0001783,0.0001783
168,32345.9,0.80422,0.38704,0.98706,0.98542,0.9776,0.99035,0.80364,0.82182,0.33654,0.98722,0.00017335,0.00017335,0.00017335
169,32533,0.80817,0.38829,0.99115,0.98541,0.97697,0.99024,0.8036,0.82152,0.33539,0.98716,0.0001684,0.0001684,0.0001684
170,32716.6,0.80259,0.38443,0.98896,0.98561,0.97641,0.9902,0.80375,0.82115,0.33523,0.98715,0.00016345,0.00016345,0.00016345
171,32900.7,0.80373,0.38523,0.98815,0.98581,0.97625,0.99012,0.80407,0.82077,0.33567,0.9871,0.0001585,0.0001585,0.0001585
172,33087.7,0.80312,0.38571,0.98754,0.98548,0.97658,0.99021,0.80403,0.82067,0.33594,0.98724,0.00015355,0.00015355,0.00015355
173,33263.2,0.8033,0.38395,0.98722,0.985,0.97606,0.98971,0.80429,0.82057,0.33604,0.98726,0.0001486,0.0001486,0.0001486
174,33442.8,0.79966,0.38238,0.98621,0.985,0.9765,0.98964,0.80448,0.82066,0.3365,0.98731,0.00014365,0.00014365,0.00014365
175,33623.1,0.80109,0.38039,0.98639,0.9846,0.97669,0.98962,0.80418,0.82049,0.33653,0.98732,0.0001387,0.0001387,0.0001387
176,33799.8,0.7985,0.38129,0.98657,0.9844,0.97702,0.98953,0.80408,0.8204,0.3363,0.98738,0.00013375,0.00013375,0.00013375
177,33983.9,0.79894,0.38286,0.98708,0.98479,0.9761,0.98954,0.80388,0.8202,0.33539,0.98728,0.0001288,0.0001288,0.0001288
178,34169.9,0.7971,0.37963,0.98457,0.98451,0.97637,0.98934,0.80382,0.81976,0.33558,0.98706,0.00012385,0.00012385,0.00012385
179,34355.7,0.79809,0.38237,0.98469,0.9846,0.97642,0.98943,0.80387,0.81964,0.33518,0.98703,0.0001189,0.0001189,0.0001189
180,34539.4,0.79572,0.37787,0.98574,0.98473,0.97637,0.98946,0.804,0.8195,0.33542,0.98716,0.00011395,0.00011395,0.00011395
181,34721.4,0.79223,0.37689,0.98489,0.98457,0.97597,0.98947,0.80389,0.8197,0.33523,0.98741,0.000109,0.000109,0.000109
